formula,formulaA,formulaB,stable
Rb0.9 Pr0.1,Rb,Pr,0
Ba0.9 Pr0.1,Ba,Pr,0
Sr0.9 Pr0.1,Sr,Pr,0
Eu0.9 Pr0.1,Eu,Pr,0
I0.9 Pr0.1,I,Pr,0
Ac0.9 Pr0.1,Ac,Pr,0
Xe0.9 Pr0.1,Xe,Pr,0
Bi0.9 Pr0.1,Bi,Pr,0
Nd0.9 Pr0.1,Nd,Pr,0
Sm0.9 Pr0.1,Sm,Pr,0
Dy0.9 Pr0.1,Dy,Pr,0
Ho0.9 Pr0.1,Ho,Pr,0
Sb0.9 Pr0.1,Sb,Pr,0
Tm0.9 Pr0.1,Tm,Pr,0
Lu0.9 Pr0.1,Lu,Pr,0
P0.9 Pr0.1,P,Pr,0
S0.9 Pr0.1,S,Pr,0
In0.9 Pr0.1,In,Pr,0
Pa0.9 Pr0.1,Pa,Pr,0
Mg0.9 Pr0.1,Mg,Pr,0
Ge0.9 Pr0.1,Ge,Pr,0
U0.9 Pr0.1,U,Pr,0
Ti0.9 Pr0.1,Ti,Pr,0
Au0.9 Pr0.1,Au,Pr,0
W0.9 Pr0.1,W,Pr,0
Pd0.9 Pr0.1,Pd,Pr,0
Os0.9 Pr0.1,Os,Pr,0
Ru0.9 Pr0.1,Ru,Pr,0
Cr0.9 Pr0.1,Cr,Pr,0
Cu0.9 Pr0.1,Cu,Pr,0
C0.9 Pr0.1,C,Pr,0
Be0.9 Pr0.1,Be,Pr,0
Ne0.9 Ce0.1,Ne,Ce,0
Eu0.9 Ce0.1,Eu,Ce,0
Yb0.9 Ce0.1,Yb,Ce,0
Ca0.9 Ce0.1,Ca,Ce,0
Na0.9 Ce0.1,Na,Ce,0
La0.9 Ce0.1,La,Ce,0
Bi0.9 Ce0.1,Bi,Ce,0
Sm0.9 Ce0.1,Sm,Ce,0
Pm0.9 Ce0.1,Pm,Ce,0
Gd0.9 Ce0.1,Gd,Ce,0
Tb0.9 Ce0.1,Tb,Ce,0
Dy0.9 Ce0.1,Dy,Ce,0
Pb0.9 Ce0.1,Pb,Ce,0
Sb0.9 Ce0.1,Sb,Ce,0
S0.9 Ce0.1,S,Ce,0
Sc0.9 Ce0.1,Sc,Ce,0
Zr0.9 Ce0.1,Zr,Ce,0
Mg0.9 Ce0.1,Mg,Ce,0
Ge0.9 Ce0.1,Ge,Ce,0
Cd0.9 Ce0.1,Cd,Ce,0
Li0.9 Ce0.1,Li,Ce,0
U0.9 Ce0.1,U,Ce,0
Ga0.9 Ce0.1,Ga,Ce,0
Au0.9 Ce0.1,Au,Ce,0
Al0.9 Ce0.1,Al,Ce,0
Mo0.9 Ce0.1,Mo,Ce,0
Zn0.9 Ce0.1,Zn,Ce,0
Ir0.9 Ce0.1,Ir,Ce,0
Os0.9 Ce0.1,Os,Ce,0
Co0.9 Ce0.1,Co,Ce,0
C0.9 Ce0.1,C,Ce,0
Be0.9 Ce0.1,Be,Ce,0
B0.9 Ce0.1,B,Ce,0
He0.9 Nd0.1,He,Nd,0
Cs0.9 Nd0.1,Cs,Nd,0
Rb0.9 Nd0.1,Rb,Nd,0
K0.9 Nd0.1,K,Nd,0
Yb0.9 Nd0.1,Yb,Nd,0
I0.9 Nd0.1,I,Nd,0
Na0.9 Nd0.1,Na,Nd,0
La0.9 Nd0.1,La,Nd,0
Ac0.9 Nd0.1,Ac,Nd,0
Ce0.9 Nd0.1,Ce,Nd,0
Te0.9 Nd0.1,Te,Nd,0
Th0.9 Nd0.1,Th,Nd,0
Tb0.9 Nd0.1,Tb,Nd,0
Ho0.9 Nd0.1,Ho,Nd,0
Er0.9 Nd0.1,Er,Nd,0
Sb0.9 Nd0.1,Sb,Nd,0
P0.9 Nd0.1,P,Nd,0
Sn0.9 Nd0.1,Sn,Nd,0
In0.9 Nd0.1,In,Nd,0
Hg0.9 Nd0.1,Hg,Nd,0
Zr0.9 Nd0.1,Zr,Nd,0
Ge0.9 Nd0.1,Ge,Nd,0
Li0.9 Nd0.1,Li,Nd,0
Nb0.9 Nd0.1,Nb,Nd,0
Au0.9 Nd0.1,Au,Nd,0
Pt0.9 Nd0.1,Pt,Nd,0
Zn0.9 Nd0.1,Zn,Nd,0
Re0.9 Nd0.1,Re,Nd,0
V0.9 Nd0.1,V,Nd,0
Ru0.9 Nd0.1,Ru,Nd,0
Cr0.9 Nd0.1,Cr,Nd,0
Ni0.9 Nd0.1,Ni,Nd,0
He0.9 Sm0.1,He,Sm,0
Rb0.9 Sm0.1,Rb,Sm,0
Yb0.9 Sm0.1,Yb,Sm,0
La0.9 Sm0.1,La,Sm,0
Ar0.9 Sm0.1,Ar,Sm,0
Xe0.9 Sm0.1,Xe,Sm,0
Bi0.9 Sm0.1,Bi,Sm,0
Nd0.9 Sm0.1,Nd,Sm,0
Te0.9 Sm0.1,Te,Sm,0
Gd0.9 Sm0.1,Gd,Sm,0
Y0.9 Sm0.1,Y,Sm,0
Er0.9 Sm0.1,Er,Sm,0
Sb0.9 Sm0.1,Sb,Sm,0
Tm0.9 Sm0.1,Tm,Sm,0
Lu0.9 Sm0.1,Lu,Sm,0
Tl0.9 Sm0.1,Tl,Sm,0
Sn0.9 Sm0.1,Sn,Sm,0
As0.9 Sm0.1,As,Sm,0
Li0.9 Sm0.1,Li,Sm,0
Si0.9 Sm0.1,Si,Sm,0
Np0.9 Sm0.1,Np,Sm,0
Nb0.9 Sm0.1,Nb,Sm,0
Ag0.9 Sm0.1,Ag,Sm,0
Mo0.9 Sm0.1,Mo,Sm,0
Pd0.9 Sm0.1,Pd,Sm,0
Mn0.9 Sm0.1,Mn,Sm,0
Cu0.9 Sm0.1,Cu,Sm,0
Fe0.9 Sm0.1,Fe,Sm,0
Co0.9 Sm0.1,Co,Sm,0
Ni0.9 Sm0.1,Ni,Sm,0
Be0.9 Sm0.1,Be,Sm,0
K0.9 Te0.1,K,Te,0
Sr0.9 Te0.1,Sr,Te,0
Eu0.9 Te0.1,Eu,Te,0
Yb0.9 Te0.1,Yb,Te,0
La0.9 Te0.1,La,Te,0
Ar0.9 Te0.1,Ar,Te,0
Pr0.9 Te0.1,Pr,Te,0
Ce0.9 Te0.1,Ce,Te,0
Pm0.9 Te0.1,Pm,Te,0
Gd0.9 Te0.1,Gd,Te,0
Th0.9 Te0.1,Th,Te,0
Ho0.9 Te0.1,Ho,Te,0
Tl0.9 Te0.1,Tl,Te,0
P0.9 Te0.1,P,Te,0
S0.9 Te0.1,S,Te,0
Sn0.9 Te0.1,Sn,Te,0
Sc0.9 Te0.1,Sc,Te,0
Pa0.9 Te0.1,Pa,Te,0
Zr0.9 Te0.1,Zr,Te,0
Mg0.9 Te0.1,Mg,Te,0
Ge0.9 Te0.1,Ge,Te,0
Cd0.9 Te0.1,Cd,Te,0
Li0.9 Te0.1,Li,Te,0
U0.9 Te0.1,U,Te,0
Si0.9 Te0.1,Si,Te,0
Ga0.9 Te0.1,Ga,Te,0
Ta0.9 Te0.1,Ta,Te,0
Ag0.9 Te0.1,Ag,Te,0
Au0.9 Te0.1,Au,Te,0
W0.9 Te0.1,W,Te,0
Mo0.9 Te0.1,Mo,Te,0
Zn0.9 Te0.1,Zn,Te,0
Pd0.9 Te0.1,Pd,Te,0
Tc0.9 Te0.1,Tc,Te,0
Ir0.9 Te0.1,Ir,Te,0
V0.9 Te0.1,V,Te,0
Mn0.9 Te0.1,Mn,Te,0
Cu0.9 Te0.1,Cu,Te,0
Fe0.9 Te0.1,Fe,Te,0
Co0.9 Te0.1,Co,Te,0
B0.9 Te0.1,B,Te,0
Rb0.9 Pm0.1,Rb,Pm,0
Ba0.9 Pm0.1,Ba,Pm,0
I0.9 Pm0.1,I,Pm,0
Br0.9 Pm0.1,Br,Pm,0
Ac0.9 Pm0.1,Ac,Pm,0
Pr0.9 Pm0.1,Pr,Pm,0
Th0.9 Pm0.1,Th,Pm,0
Pb0.9 Pm0.1,Pb,Pm,0
P0.9 Pm0.1,P,Pm,0
Se0.9 Pm0.1,Se,Pm,0
S0.9 Pm0.1,S,Pm,0
Pa0.9 Pm0.1,Pa,Pm,0
Hg0.9 Pm0.1,Hg,Pm,0
As0.9 Pm0.1,As,Pm,0
Cd0.9 Pm0.1,Cd,Pm,0
U0.9 Pm0.1,U,Pm,0
Si0.9 Pm0.1,Si,Pm,0
Al0.9 Pm0.1,Al,Pm,0
Mo0.9 Pm0.1,Mo,Pm,0
Pt0.9 Pm0.1,Pt,Pm,0
Re0.9 Pm0.1,Re,Pm,0
Pd0.9 Pm0.1,Pd,Pm,0
Tc0.9 Pm0.1,Tc,Pm,0
Os0.9 Pm0.1,Os,Pm,0
Rh0.9 Pm0.1,Rh,Pm,0
Cu0.9 Pm0.1,Cu,Pm,0
Be0.9 Pm0.1,Be,Pm,0
K0.9 Gd0.1,K,Gd,0
Ba0.9 Gd0.1,Ba,Gd,0
Br0.9 Gd0.1,Br,Gd,0
Na0.9 Gd0.1,Na,Gd,0
Ar0.9 Gd0.1,Ar,Gd,0
Pr0.9 Gd0.1,Pr,Gd,0
Y0.9 Gd0.1,Y,Gd,0
Tb0.9 Gd0.1,Tb,Gd,0
Ho0.9 Gd0.1,Ho,Gd,0
Er0.9 Gd0.1,Er,Gd,0
Tm0.9 Gd0.1,Tm,Gd,0
Tl0.9 Gd0.1,Tl,Gd,0
P0.9 Gd0.1,P,Gd,0
In0.9 Gd0.1,In,Gd,0
Sc0.9 Gd0.1,Sc,Gd,0
Pa0.9 Gd0.1,Pa,Gd,0
Hg0.9 Gd0.1,Hg,Gd,0
Cd0.9 Gd0.1,Cd,Gd,0
U0.9 Gd0.1,U,Gd,0
Si0.9 Gd0.1,Si,Gd,0
Ga0.9 Gd0.1,Ga,Gd,0
Nb0.9 Gd0.1,Nb,Gd,0
Ti0.9 Gd0.1,Ti,Gd,0
Ag0.9 Gd0.1,Ag,Gd,0
Au0.9 Gd0.1,Au,Gd,0
W0.9 Gd0.1,W,Gd,0
Pt0.9 Gd0.1,Pt,Gd,0
Tc0.9 Gd0.1,Tc,Gd,0
Ir0.9 Gd0.1,Ir,Gd,0
Ru0.9 Gd0.1,Ru,Gd,0
Be0.9 Gd0.1,Be,Gd,0
B0.9 Gd0.1,B,Gd,0
Rb0.9 Y0.1,Rb,Y,0
K0.9 Y0.1,K,Y,0
Ba0.9 Y0.1,Ba,Y,0
Eu0.9 Y0.1,Eu,Y,0
I0.9 Y0.1,I,Y,0
Br0.9 Y0.1,Br,Y,0
Na0.9 Y0.1,Na,Y,0
Ac0.9 Y0.1,Ac,Y,0
Pr0.9 Y0.1,Pr,Y,0
Th0.9 Y0.1,Th,Y,0
Tb0.9 Y0.1,Tb,Y,0
Dy0.9 Y0.1,Dy,Y,0
Er0.9 Y0.1,Er,Y,0
Pb0.9 Y0.1,Pb,Y,0
Lu0.9 Y0.1,Lu,Y,0
Tl0.9 Y0.1,Tl,Y,0
P0.9 Y0.1,P,Y,0
Mg0.9 Y0.1,Mg,Y,0
Ge0.9 Y0.1,Ge,Y,0
Si0.9 Y0.1,Si,Y,0
Ga0.9 Y0.1,Ga,Y,0
Np0.9 Y0.1,Np,Y,0
Ti0.9 Y0.1,Ti,Y,0
Ag0.9 Y0.1,Ag,Y,0
Mo0.9 Y0.1,Mo,Y,0
Pd0.9 Y0.1,Pd,Y,0
Tc0.9 Y0.1,Tc,Y,0
Cr0.9 Y0.1,Cr,Y,0
B0.9 Y0.1,B,Y,0
He0.9 Th0.1,He,Th,0
Kr0.9 Th0.1,Kr,Th,0
Cs0.9 Th0.1,Cs,Th,0
Rb0.9 Th0.1,Rb,Th,0
K0.9 Th0.1,K,Th,0
Ba0.9 Th0.1,Ba,Th,0
Eu0.9 Th0.1,Eu,Th,0
Yb0.9 Th0.1,Yb,Th,0
Ca0.9 Th0.1,Ca,Th,0
I0.9 Th0.1,I,Th,0
Br0.9 Th0.1,Br,Th,0
Na0.9 Th0.1,Na,Th,0
Ar0.9 Th0.1,Ar,Th,0
Bi0.9 Th0.1,Bi,Th,0
Gd0.9 Th0.1,Gd,Th,0
Tb0.9 Th0.1,Tb,Th,0
Ho0.9 Th0.1,Ho,Th,0
Er0.9 Th0.1,Er,Th,0
Sb0.9 Th0.1,Sb,Th,0
Tm0.9 Th0.1,Tm,Th,0
Se0.9 Th0.1,Se,Th,0
S0.9 Th0.1,S,Th,0
Sc0.9 Th0.1,Sc,Th,0
Pa0.9 Th0.1,Pa,Th,0
Zr0.9 Th0.1,Zr,Th,0
Mg0.9 Th0.1,Mg,Th,0
As0.9 Th0.1,As,Th,0
Cd0.9 Th0.1,Cd,Th,0
Li0.9 Th0.1,Li,Th,0
U0.9 Th0.1,U,Th,0
Ga0.9 Th0.1,Ga,Th,0
Np0.9 Th0.1,Np,Th,0
Ta0.9 Th0.1,Ta,Th,0
Nb0.9 Th0.1,Nb,Th,0
W0.9 Th0.1,W,Th,0
Mo0.9 Th0.1,Mo,Th,0
Pt0.9 Th0.1,Pt,Th,0
Zn0.9 Th0.1,Zn,Th,0
Re0.9 Th0.1,Re,Th,0
Tc0.9 Th0.1,Tc,Th,0
Ir0.9 Th0.1,Ir,Th,0
Mn0.9 Th0.1,Mn,Th,0
C0.9 Th0.1,C,Th,0
Be0.9 Th0.1,Be,Th,0
Ne0.9 Tb0.1,Ne,Tb,0
Kr0.9 Tb0.1,Kr,Tb,0
K0.9 Tb0.1,K,Tb,0
Ba0.9 Tb0.1,Ba,Tb,0
Ac0.9 Tb0.1,Ac,Tb,0
Xe0.9 Tb0.1,Xe,Tb,0
Bi0.9 Tb0.1,Bi,Tb,0
Pr0.9 Tb0.1,Pr,Tb,0
Pm0.9 Tb0.1,Pm,Tb,0
Er0.9 Tb0.1,Er,Tb,0
Pb0.9 Tb0.1,Pb,Tb,0
P0.9 Tb0.1,P,Tb,0
Se0.9 Tb0.1,Se,Tb,0
In0.9 Tb0.1,In,Tb,0
Sc0.9 Tb0.1,Sc,Tb,0
Zr0.9 Tb0.1,Zr,Tb,0
Ge0.9 Tb0.1,Ge,Tb,0
Cd0.9 Tb0.1,Cd,Tb,0
Ti0.9 Tb0.1,Ti,Tb,0
Ag0.9 Tb0.1,Ag,Tb,0
Al0.9 Tb0.1,Al,Tb,0
W0.9 Tb0.1,W,Tb,0
Mo0.9 Tb0.1,Mo,Tb,0
Re0.9 Tb0.1,Re,Tb,0
Tc0.9 Tb0.1,Tc,Tb,0
Cr0.9 Tb0.1,Cr,Tb,0
Cu0.9 Tb0.1,Cu,Tb,0
C0.9 Tb0.1,C,Tb,0
Cs0.9 Dy0.1,Cs,Dy,0
K0.9 Dy0.1,K,Dy,0
Ba0.9 Dy0.1,Ba,Dy,0
Sr0.9 Dy0.1,Sr,Dy,0
Eu0.9 Dy0.1,Eu,Dy,0
Yb0.9 Dy0.1,Yb,Dy,0
Br0.9 Dy0.1,Br,Dy,0
Nd0.9 Dy0.1,Nd,Dy,0
Sm0.9 Dy0.1,Sm,Dy,0
Te0.9 Dy0.1,Te,Dy,0
Pm0.9 Dy0.1,Pm,Dy,0
Gd0.9 Dy0.1,Gd,Dy,0
Tb0.9 Dy0.1,Tb,Dy,0
Sb0.9 Dy0.1,Sb,Dy,0
Lu0.9 Dy0.1,Lu,Dy,0
Tl0.9 Dy0.1,Tl,Dy,0
P0.9 Dy0.1,P,Dy,0
S0.9 Dy0.1,S,Dy,0
Ge0.9 Dy0.1,Ge,Dy,0
Cd0.9 Dy0.1,Cd,Dy,0
Np0.9 Dy0.1,Np,Dy,0
Ta0.9 Dy0.1,Ta,Dy,0
Ti0.9 Dy0.1,Ti,Dy,0
Al0.9 Dy0.1,Al,Dy,0
W0.9 Dy0.1,W,Dy,0
Pt0.9 Dy0.1,Pt,Dy,0
Zn0.9 Dy0.1,Zn,Dy,0
Ir0.9 Dy0.1,Ir,Dy,0
Os0.9 Dy0.1,Os,Dy,0
V0.9 Dy0.1,V,Dy,0
Cu0.9 Dy0.1,Cu,Dy,0
Fe0.9 Dy0.1,Fe,Dy,0
Ni0.9 Dy0.1,Ni,Dy,0
C0.9 Dy0.1,C,Dy,0
Be0.9 Dy0.1,Be,Dy,0
He0.9 Ho0.1,He,Ho,0
Ne0.9 Ho0.1,Ne,Ho,0
Rb0.9 Ho0.1,Rb,Ho,0
Ba0.9 Ho0.1,Ba,Ho,0
Eu0.9 Ho0.1,Eu,Ho,0
Ca0.9 Ho0.1,Ca,Ho,0
I0.9 Ho0.1,I,Ho,0
Na0.9 Ho0.1,Na,Ho,0
La0.9 Ho0.1,La,Ho,0
Xe0.9 Ho0.1,Xe,Ho,0
Bi0.9 Ho0.1,Bi,Ho,0
Ce0.9 Ho0.1,Ce,Ho,0
Sm0.9 Ho0.1,Sm,Ho,0
Pm0.9 Ho0.1,Pm,Ho,0
Tb0.9 Ho0.1,Tb,Ho,0
Er0.9 Ho0.1,Er,Ho,0
Pb0.9 Ho0.1,Pb,Ho,0
Tm0.9 Ho0.1,Tm,Ho,0
Tl0.9 Ho0.1,Tl,Ho,0
P0.9 Ho0.1,P,Ho,0
Se0.9 Ho0.1,Se,Ho,0
S0.9 Ho0.1,S,Ho,0
Sn0.9 Ho0.1,Sn,Ho,0
Zr0.9 Ho0.1,Zr,Ho,0
Mg0.9 Ho0.1,Mg,Ho,0
Ge0.9 Ho0.1,Ge,Ho,0
As0.9 Ho0.1,As,Ho,0
Ga0.9 Ho0.1,Ga,Ho,0
Ta0.9 Ho0.1,Ta,Ho,0
Nb0.9 Ho0.1,Nb,Ho,0
Au0.9 Ho0.1,Au,Ho,0
Zn0.9 Ho0.1,Zn,Ho,0
Re0.9 Ho0.1,Re,Ho,0
Tc0.9 Ho0.1,Tc,Ho,0
Os0.9 Ho0.1,Os,Ho,0
Rh0.9 Ho0.1,Rh,Ho,0
Mn0.9 Ho0.1,Mn,Ho,0
Cr0.9 Ho0.1,Cr,Ho,0
C0.9 Ho0.1,C,Ho,0
Be0.9 Ho0.1,Be,Ho,0
He0.9 Er0.1,He,Er,0
Rb0.9 Er0.1,Rb,Er,0
Sr0.9 Er0.1,Sr,Er,0
Pr0.9 Er0.1,Pr,Er,0
Pm0.9 Er0.1,Pm,Er,0
Dy0.9 Er0.1,Dy,Er,0
Sb0.9 Er0.1,Sb,Er,0
Tm0.9 Er0.1,Tm,Er,0
Lu0.9 Er0.1,Lu,Er,0
S0.9 Er0.1,S,Er,0
Sn0.9 Er0.1,Sn,Er,0
As0.9 Er0.1,As,Er,0
Cd0.9 Er0.1,Cd,Er,0
U0.9 Er0.1,U,Er,0
Nb0.9 Er0.1,Nb,Er,0
Ag0.9 Er0.1,Ag,Er,0
Au0.9 Er0.1,Au,Er,0
W0.9 Er0.1,W,Er,0
Mo0.9 Er0.1,Mo,Er,0
Pt0.9 Er0.1,Pt,Er,0
Tc0.9 Er0.1,Tc,Er,0
Ir0.9 Er0.1,Ir,Er,0
V0.9 Er0.1,V,Er,0
Ru0.9 Er0.1,Ru,Er,0
Cr0.9 Er0.1,Cr,Er,0
Fe0.9 Er0.1,Fe,Er,0
C0.9 Er0.1,C,Er,0
Be0.9 Er0.1,Be,Er,0
Kr0.9 Pb0.1,Kr,Pb,0
Cs0.9 Pb0.1,Cs,Pb,0
Rb0.9 Pb0.1,Rb,Pb,0
K0.9 Pb0.1,K,Pb,0
Ca0.9 Pb0.1,Ca,Pb,0
I0.9 Pb0.1,I,Pb,0
Na0.9 Pb0.1,Na,Pb,0
Ar0.9 Pb0.1,Ar,Pb,0
Bi0.9 Pb0.1,Bi,Pb,0
Pr0.9 Pb0.1,Pr,Pb,0
Nd0.9 Pb0.1,Nd,Pb,0
Sm0.9 Pb0.1,Sm,Pb,0
Dy0.9 Pb0.1,Dy,Pb,0
Er0.9 Pb0.1,Er,Pb,0
Sb0.9 Pb0.1,Sb,Pb,0
Tm0.9 Pb0.1,Tm,Pb,0
Lu0.9 Pb0.1,Lu,Pb,0
P0.9 Pb0.1,P,Pb,0
S0.9 Pb0.1,S,Pb,0
Mg0.9 Pb0.1,Mg,Pb,0
Ge0.9 Pb0.1,Ge,Pb,0
As0.9 Pb0.1,As,Pb,0
Cd0.9 Pb0.1,Cd,Pb,0
Si0.9 Pb0.1,Si,Pb,0
Ga0.9 Pb0.1,Ga,Pb,0
Ag0.9 Pb0.1,Ag,Pb,0
Al0.9 Pb0.1,Al,Pb,0
W0.9 Pb0.1,W,Pb,0
Mo0.9 Pb0.1,Mo,Pb,0
Pt0.9 Pb0.1,Pt,Pb,0
Zn0.9 Pb0.1,Zn,Pb,0
Ir0.9 Pb0.1,Ir,Pb,0
Rh0.9 Pb0.1,Rh,Pb,0
Ru0.9 Pb0.1,Ru,Pb,0
Mn0.9 Pb0.1,Mn,Pb,0
Cr0.9 Pb0.1,Cr,Pb,0
Cu0.9 Pb0.1,Cu,Pb,0
Ni0.9 Pb0.1,Ni,Pb,0
B0.9 Pb0.1,B,Pb,0
He0.9 Sb0.1,He,Sb,0
K0.9 Sb0.1,K,Sb,0
Eu0.9 Sb0.1,Eu,Sb,0
La0.9 Sb0.1,La,Sb,0
Ac0.9 Sb0.1,Ac,Sb,0
Xe0.9 Sb0.1,Xe,Sb,0
Pm0.9 Sb0.1,Pm,Sb,0
Gd0.9 Sb0.1,Gd,Sb,0
Y0.9 Sb0.1,Y,Sb,0
Ho0.9 Sb0.1,Ho,Sb,0
Tl0.9 Sb0.1,Tl,Sb,0
Sn0.9 Sb0.1,Sn,Sb,0
In0.9 Sb0.1,In,Sb,0
Sc0.9 Sb0.1,Sc,Sb,0
Pa0.9 Sb0.1,Pa,Sb,0
Mg0.9 Sb0.1,Mg,Sb,0
Li0.9 Sb0.1,Li,Sb,0
Si0.9 Sb0.1,Si,Sb,0
Np0.9 Sb0.1,Np,Sb,0
Ta0.9 Sb0.1,Ta,Sb,0
Ti0.9 Sb0.1,Ti,Sb,0
Ag0.9 Sb0.1,Ag,Sb,0
Au0.9 Sb0.1,Au,Sb,0
Re0.9 Sb0.1,Re,Sb,0
Os0.9 Sb0.1,Os,Sb,0
Rh0.9 Sb0.1,Rh,Sb,0
Mn0.9 Sb0.1,Mn,Sb,0
Cu0.9 Sb0.1,Cu,Sb,0
Fe0.9 Sb0.1,Fe,Sb,0
Be0.9 Sb0.1,Be,Sb,0
B0.9 Sb0.1,B,Sb,0
Cs0.9 Tm0.1,Cs,Tm,0
Rb0.9 Tm0.1,Rb,Tm,0
Yb0.9 Tm0.1,Yb,Tm,0
I0.9 Tm0.1,I,Tm,0
Ac0.9 Tm0.1,Ac,Tm,0
Ce0.9 Tm0.1,Ce,Tm,0
Nd0.9 Tm0.1,Nd,Tm,0
Te0.9 Tm0.1,Te,Tm,0
Y0.9 Tm0.1,Y,Tm,0
Tb0.9 Tm0.1,Tb,Tm,0
Dy0.9 Tm0.1,Dy,Tm,0
Sb0.9 Tm0.1,Sb,Tm,0
Lu0.9 Tm0.1,Lu,Tm,0
Tl0.9 Tm0.1,Tl,Tm,0
P0.9 Tm0.1,P,Tm,0
Mg0.9 Tm0.1,Mg,Tm,0
As0.9 Tm0.1,As,Tm,0
Cd0.9 Tm0.1,Cd,Tm,0
Np0.9 Tm0.1,Np,Tm,0
Ti0.9 Tm0.1,Ti,Tm,0
Zn0.9 Tm0.1,Zn,Tm,0
Re0.9 Tm0.1,Re,Tm,0
Pd0.9 Tm0.1,Pd,Tm,0
Tc0.9 Tm0.1,Tc,Tm,0
Ir0.9 Tm0.1,Ir,Tm,0
Rh0.9 Tm0.1,Rh,Tm,0
Ru0.9 Tm0.1,Ru,Tm,0
Mn0.9 Tm0.1,Mn,Tm,0
Cu0.9 Tm0.1,Cu,Tm,0
Be0.9 Tm0.1,Be,Tm,0
B0.9 Tm0.1,B,Tm,0
Ne0.9 Lu0.1,Ne,Lu,0
K0.9 Lu0.1,K,Lu,0
Ca0.9 Lu0.1,Ca,Lu,0
Ar0.9 Lu0.1,Ar,Lu,0
Ce0.9 Lu0.1,Ce,Lu,0
Th0.9 Lu0.1,Th,Lu,0
Tb0.9 Lu0.1,Tb,Lu,0
Sb0.9 Lu0.1,Sb,Lu,0
Se0.9 Lu0.1,Se,Lu,0
S0.9 Lu0.1,S,Lu,0
Sn0.9 Lu0.1,Sn,Lu,0
Hg0.9 Lu0.1,Hg,Lu,0
Cd0.9 Lu0.1,Cd,Lu,0
U0.9 Lu0.1,U,Lu,0
Ta0.9 Lu0.1,Ta,Lu,0
Ti0.9 Lu0.1,Ti,Lu,0
Mo0.9 Lu0.1,Mo,Lu,0
Re0.9 Lu0.1,Re,Lu,0
V0.9 Lu0.1,V,Lu,0
Mn0.9 Lu0.1,Mn,Lu,0
Ni0.9 Lu0.1,Ni,Lu,0
Cs0.9 Tl0.1,Cs,Tl,0
Ba0.9 Tl0.1,Ba,Tl,0
Sr0.9 Tl0.1,Sr,Tl,0
Eu0.9 Tl0.1,Eu,Tl,0
Br0.9 Tl0.1,Br,Tl,0
Na0.9 Tl0.1,Na,Tl,0
Ac0.9 Tl0.1,Ac,Tl,0
Ar0.9 Tl0.1,Ar,Tl,0
Xe0.9 Tl0.1,Xe,Tl,0
Bi0.9 Tl0.1,Bi,Tl,0
Pr0.9 Tl0.1,Pr,Tl,0
Ce0.9 Tl0.1,Ce,Tl,0
Th0.9 Tl0.1,Th,Tl,0
Tb0.9 Tl0.1,Tb,Tl,0
Er0.9 Tl0.1,Er,Tl,0
Pb0.9 Tl0.1,Pb,Tl,0
Lu0.9 Tl0.1,Lu,Tl,0
P0.9 Tl0.1,P,Tl,0
Sc0.9 Tl0.1,Sc,Tl,0
Zr0.9 Tl0.1,Zr,Tl,0
As0.9 Tl0.1,As,Tl,0
Cd0.9 Tl0.1,Cd,Tl,0
Li0.9 Tl0.1,Li,Tl,0
U0.9 Tl0.1,U,Tl,0
Si0.9 Tl0.1,Si,Tl,0
Ga0.9 Tl0.1,Ga,Tl,0
Np0.9 Tl0.1,Np,Tl,0
Ta0.9 Tl0.1,Ta,Tl,0
Nb0.9 Tl0.1,Nb,Tl,0
Ti0.9 Tl0.1,Ti,Tl,0
Au0.9 Tl0.1,Au,Tl,0
Mo0.9 Tl0.1,Mo,Tl,0
Pd0.9 Tl0.1,Pd,Tl,0
Ir0.9 Tl0.1,Ir,Tl,0
Ru0.9 Tl0.1,Ru,Tl,0
Mn0.9 Tl0.1,Mn,Tl,0
Cr0.9 Tl0.1,Cr,Tl,0
Cu0.9 Tl0.1,Cu,Tl,0
Fe0.9 Tl0.1,Fe,Tl,0
Co0.9 Tl0.1,Co,Tl,0
Be0.9 Tl0.1,Be,Tl,0
He0.9 P0.1,He,P,0
Ne0.9 P0.1,Ne,P,0
Cs0.9 P0.1,Cs,P,0
Sr0.9 P0.1,Sr,P,0
I0.9 P0.1,I,P,0
Br0.9 P0.1,Br,P,0
Ce0.9 P0.1,Ce,P,0
Sm0.9 P0.1,Sm,P,0
Th0.9 P0.1,Th,P,0
Er0.9 P0.1,Er,P,0
Sn0.9 P0.1,Sn,P,0
In0.9 P0.1,In,P,0
Hg0.9 P0.1,Hg,P,0
As0.9 P0.1,As,P,0
Li0.9 P0.1,Li,P,1
U0.9 P0.1,U,P,0
Si0.9 P0.1,Si,P,0
Ga0.9 P0.1,Ga,P,0
Np0.9 P0.1,Np,P,0
Nb0.9 P0.1,Nb,P,0
Ti0.9 P0.1,Ti,P,0
Au0.9 P0.1,Au,P,0
Pt0.9 P0.1,Pt,P,0
Zn0.9 P0.1,Zn,P,0
Re0.9 P0.1,Re,P,0
Tc0.9 P0.1,Tc,P,0
Ir0.9 P0.1,Ir,P,0
Os0.9 P0.1,Os,P,0
Co0.9 P0.1,Co,P,0
Ni0.9 P0.1,Ni,P,0
C0.9 P0.1,C,P,0
B0.9 P0.1,B,P,0
